"tweet_id";"content";"user_id";"isPositive"
"303";"PAN sbg partai kecil tp berkat otak brillian AR sanggup menempatkan kadernya dampingi Prabowo Subianto. Demokrat tunduk Golkar b'tekuk lutut";"@masbudi11";"1"
"304";"@maspiyuuu gua ga setuju min, Karna Fahri itu yah PKS, PKS itu yah Fahri... kalo mau pindah partai sebaiknyA ke PAN saja msh lbh Islami";"Gincu Seharga 51%Shm";"0"
"305";"PAN Makassar Komitmen Tetap di IYL-Cakka: MAKASSAR,https://t.co/gu3LKkwVu3 â€“ DPP Partai Amanat Nasional (PAN) bolehâ€¦ https://t.co/AOCs7S";"portalmakassardotcom";"0.5"
"306";"@TPrinceroffiki @PutriRoffi @akipagi_tvone @tvOneNews @KompasTV @TRANSTV_CORP @netmediatama @OfficialRCTI @SCTV_ @IndosiarID @Metro_TV @dpp_";"TeamPuteri2";"0.5"
"307";"@TeamPuteri2 @PutriRoffi @akipagi_tvone @tvOneNews @KompasTV @TRANSTV_CORP @netmediatama @OfficialRCTI @SCTV_ @IndosiarID @Metro_TV Utk Stas";"TEAMPrinceRaffiki";"0.5"
"308";"Usai PAN, giliran Partai Persatuan Pembangunan menggelar tahapan dialog guna mencari bakal calon yang akan... https://t.co/uaq5Fnmvwf";"STV";"0.5"
"309";"Belum genap sebulan, partai yg lahir era reformasi ini sudah Muswil 2 x. Selamat, adik Ketua Umun PAN, Zainudin Hasan terpilih jd Ketua DPW.";"Lampung News";"1"
"310";"Usulan Djarot langsung mendapat tanggapan dari Anggota Komisi II DPR Fraksi Partai Amanat Nasional (PAN) Yandri... https://t.co/lXEW33KF0u";"Fajar National Net";"0.5"
"311";"Periode 20/8-18/9/2017, @Golkar5, @PDI_Perjuangan dan @Official_PAN partai terbanyak diberitakan oleh media @detikcom https://t.co/TkuJZW6RC";"Evello";"0.5"
"312";"Ketua Umum PAN @ZUL_Hasan bangga dan mengapresiasi kesungguhan kader PAN seluruh Indonesia yg sudah hadir dalam #BimtekNasionalPAN tahun ini";"Info Partai";"1"
"313";"Ketua Umum PAN @ZUL_Hasan meminta agar segenap kader fokus mencurahkan hati dan pikiran untuk menghadapi pemilu 2019. #BimtekNasionalPAN htt";"Info Partai";"1"
"314";"Pembukaan #BimtekNasionalPAN ditandai dengan pemukulan gong oleh Ketua Umum PAN Bang @ZUL_Hasan https://t.co/ZftxYznVdv";"Info Partai";"0.5"
"315";"Dihadapan kader PAN, Bang @ZUL_Hasan juga menegaskan kembali sikap PAN terkait tragedi kemanusian yg terjadi di Rohingya. #BimtekNasionalPAN";"Info Partai";"1"
"316";"""Apapun resikonya dan tantangannya, PAN harus menyuarakan kepentingan rakyat, PAN harus berpihak pada rakyat."" @ZUL_Hasan #BimtekNasionalPAN";"Info Partai";"1"
"317";"Saat pemukulan gong Ketua Umum didampingi Sekjend @eddy_soeparno , Prof. Amien Rais, Waketum @tkurniawan_ dan Ketua @Fraksi_PAN @MulfachriH ";"Info Partai";"0.5"
"318";"Ini juga lagu wajib di PAN,  penyemangat abadi para kader.ðŸ˜ #BimtekNasionalPAN @ZUL_Hasan @eddy_soeparno @MulfachriH @yandri_ys https://t";"Info Partai";"0.5"
"319";"Dalam setiap acara PAN, menyanyikan lagu kebangsaan Indonesia Raya adalah satu hal yg tak boleh dilupakan. #BimtekNasionalPAN https://t.co/n";"Info Partai";"1"
"320";"Kemeriahan pembukaan Bimtek Nasional PAN tambah semarak dengan pertunjukan tarian daerah nusantara. #BimtekNasionalPAN https://t.co/STMB26at";"Info Partai";"0.5"
"321";"""Nobar film G30S PKI itu bagus untuk pembelajaran, agar generasi penerus bangsa tahu sejarah "" Ketua Umum PAN @ZUL_Hasan https://t.co/RvWLhU";"Info Partai";"1"
"322";"Konferensi Pers: Ketum PAN @ZUL_Hasan menyampaikan beberapa point penting terkait Bimtek Nasional PAN dan isu2 kekinian #BimtekNasionalPAN h";"Info Partai";"1"
"323";"Sebelum pembukaan, peserta Bimbingan Teknis Nasional PAN terlebih dahulu menyantap hidangan makan malam bersama. #BimTekNasionalPAN https://";"Info Partai";"0.5"
"324";"@korantempo Ciri PAN bukan partai keturunan PKi";"kang koswara";"1"
"325";"akuratco: TNI AD dan beberapa partai politik seperti PKS dan PAN akan tetap menggelar acara nonton bareng film G 3â€¦ https://t.co/69ve3Y7BO";"[A] [L] [F] [I]";"0.5"
"326";"TNI AD dan beberapa partai politik seperti PKS dan PAN akan tetap menggelar acara nonton bareng film G 30S PKI, https://t.co/OuYTenEHPL";"Akuratco";"0.5"
"327";"@detikcom Kata Faisal Basri.mantan kader PAN,partai kumpulan org2 kaya.maka kerjanyakoleksi uang dari kader2nya.dari Sutrisno 600jt.blm dari";"Comment";"0"
"328";"Bimbingan Teknis Partai juga sbg konsolidasi agar PAN tetap satu visi mengawal amanat rakyat. https://t.co/UD4gnVzhiH";"Asep Supri";"1"
"329";"Bimbingan Teknis Partai juga sbg konsolidasi agar PAN tetap satu visi mengawal amanat rakyat. https://t.co/UD4gnVzhiH";"Datok Shake";"1"
"330";"PKS, PAN, PD &amp Gerindra sudah keluar dari pansus, jadi ini pertanyaan buat partai pendukung jokowi? elap tuh gincu belepotan https://t.c";"#LawanHoaxSistemik ï£¿";"0"
"331";"Bimbingan Teknis Partai juga sbg konsolidasi agar PAN tetap satu visi mengawal amanat rakyat. https://t.co/UD4gnVzhiH";"Hendri Chaniago";"1"
"332";"Bimbingan Teknis Partai juga sbg konsolidasi agar PAN tetap satu visi mengawal amanat rakyat. https://t.co/UD4gnVzhiH";"Riecko Ananda";"1"
"333";"Bimbingan Teknis Partai juga sbg konsolidasi agar PAN tetap satu visi mengawal amanat rakyat. https://t.co/UD4gnVzhiH";"Adi Ardiansyah";"1"
"334";"Bimbingan Teknis Partai juga sbg konsolidasi agar PAN tetap satu visi mengawal amanat rakyat. https://t.co/UD4gnVzhiH";"Tomy Hitachi";"1"
"335";"Bimbingan Teknis Partai juga sbg konsolidasi agar PAN tetap satu visi mengawal amanat rakyat. https://t.co/UD4gnVzhiH";"Fraksi PAN DPR RI";"1"
"336";"Thn 2008 ""KARSA"" coblos BRENGOSE bgtu dulu kami ikut kampanye, Hanya @Official_PAN @PDemokrat Partai pengusungnya.  Tapi esok 2018 Entahlah.";"danu budiyono";"0.5"
"337";"Bimbingan Teknis Partai Amanat Nasional sekaligus nobar #G30SPKI semoga berjalan lancar. https://t.co/eIxq954nH6";"Fraksi PAN DPR RI";"1"
"338";"Abaikan Soliditas Kader ke IYL-Cakka, DPP PAN Bisa Rugikan Partai https://t.co/S2mMbzwVjz";"Muhammad Taufik";"0"
"339";"Abaikan Soliditas Kader ke IYL-Cakka, DPP PAN Bisa Rugikan Partai https://t.co/UrBuG4DIch";"Adil patawai anar";"0"
"340";"Abaikan Soliditas Kader ke IYL-Cakka, DPP PAN Bisa Rugikan Partai https://t.co/GRlgT0JHaz";"Dari Timur tuk INA";"0"
"341";"Abaikan Soliditas Kader Dukung IYL-Cakka, DPP PAN Bisa Rugikan Partai https://t.co/XyYOIAQtmd";"Kabar.news";"0"
"342";"Ketua PAN Lutra: Sekali Punggawa Tetap Punggawa: https://t.co/MqheudnW4s, Makassar â€“ Ketua DPD Partai Amanatâ€¦ https://t.co/yEZT6wsmKy";"matakita.co";"0.5"
"343";"Gerindra,PAN jadi partai gurem 2019 lolos ET 5% sj berat krn kelakuan elit Dan anggota.rakyat muak d tdk bisa di bodohi https://t.co/UB4KWHO";"RGW";"0"
"344";"DPP PAN mengucapkan Selamat Tahun Baru Islam 1 Muharram 1439 H. Semoga di tahun ini Indonesia semakin jaya. #TahunBaruIslam https://t.co/Wq6";"Info Partai";"1"
"345";"PAN partai yg lahir dari rahim reformasi yg kritisi orba khan? https://t.co/hH2nk3ImA9";"Alif Ramadhani";"0"
"346";"@ZUL_Hasan @CNNIDdaily @UmarHasibuan_ @Dahnilanzar @Official_PAN @Fraksi_PAN @asepsunarya71 @BeritaPAN @NetizenTofa Pki sdh final, mjd parta";"Jembret_002";"0.5"
"347";"PAN Dicap Partai Pembelot, Legislator yang Terlibat Menggolkan Rp2,8 M Dituding Munafik oleh Netizen https://t.co/dK5GoBibdm https://t.co/X6";"Metromini";"0"
"348";"PAN Dicap Partai Pembelot, Legislator yang Terlibat Menggolkan Rp2,8 M Dituding Munafik oleh Netizen https://t.co/lxOSsJkWRQ";"Agus Mawardy";"0"
"349";"@TeamPuteri2 @dpp_pan @Gerindra @PartaiGolkar @PDemokrat Ya Benar ! Sungguh Luar Biasa..Baru 1 Partai @Official_PAN Sdh intruksikan Kpd Kade";"TeamPuteri2";"0.5"
"350";"1. Belakangan banyak yg membahas  wacana nobar film G30S PKI. Dan PAN merasa, selama niatnya utk pembelajaran rencana nobar itu sah-sah saja";"Info Partai";"1"
"351";"DPD Partai PAN Sumut Rekomendasikan JR Saragih dan Edy Rahmayadi Sebagai Calonâ€¦ https://t.co/VdL9LBPk7t https://t.co/2tHvjyKkOa";"Politik_NKRI";"0.5"
"352";"@ZUL_Hasan @CNNIDdaily @UmarHasibuan_ @Dahnilanzar @Official_PAN @Fraksi_PAN @asepsunarya71 @BeritaPAN @NetizenTofa Pki sdh final, mjd parta";"WyoeH";"0.5"
"353";"@mochamadarip @4Y4NKZ @CINTAKU_421 @Iceu_suryani @Alfdelyn @Rizma_Widiono @DewiayuNurhida Lha bukanya PAN sdah dukung pemerintahan...klo kor";"kawulo alit";"0.5"
"354";"Tak Mampu Dapatkan Partai Tambahan, PAN Tinggalkan IYL - https://t.co/QefLQou6dw";"hidayat jaya";"0.5"
"355";"Tak Mampu Dapatkan Partai Tambahan, PAN Tinggalkan IYL - https://t.co/QefLQou6dw";"Lagaligopos.com";"0.5"
"356";"PAN partai yg lahir dari rahim reformasi yg kritisi orba khan? https://t.co/hH2nk3ImA9";"kue putu";"0"
"357";"Partai PAN Belum Tentukan Kadernya Bakal Cagub Jabar - https://t.co/c1TMdx0nOT";"faktacoid";"0.5"
"358";"Zaenudin Hasan Persilakan Kader yang tidak Ikuti Aturan Partai Keluar dari PAN https://t.co/7bpRDpaibO";"Teras Berita";"0.5"
"359";"Zaenudin Hasan Persilakan Kader yang tidak Ikuti Aturan Partai Keluar dari PAN https://t.co/nO5gOGbt4X";"SumateraNewsUpdate";"0.5"
"360";"Zaenudin Hasan Persilakan Kader yang tidak Ikuti Aturan Partai Keluar dari PAN https://t.co/of9laZWejE";"Lampung Oke";"0.5"
"361";"Zaenudin Hasan Persilakan Kader yang tidak Ikuti Aturan Partai Keluar dari PAN https://t.co/1BKbc6KOaE";"LampungKita";"0.5"
"362";"Zaenudin Hasan Persilakan Kader yang tidak Ikuti Aturan Partai Keluar dari PAN https://t.co/stz15u8ER3";"LarasPuspa";"0.5"
"363";"Zaenudin Hasan Persilakan Kader yang tidak Ikuti Aturan Partai Keluar dari PAN https://t.co/SBOJ5lGbGV";"Ayu Sekar Laras";"0.5"
"364";"Zaenudin Hasan Persilakan Kader yang tidak Ikuti Aturan Partai Keluar dari PAN https://t.co/zFuyhc9OOq";"Lampung Channel";"0.5"
"365";"Zaenudin Hasan Persilakan Kader yang tidak Ikuti Aturan Partai Keluar dari PAN https://t.co/3Yi6iLtISj";"Gada Rujak Pala";"0.5"
"366";"@sarapangranat di timur tengah juga terjadi yg dinamakan Pan Sosialis Islam seperti Partai Ba at di Syria  dan Irak  Islam yang ber aliansi ";"#2019PresidenBaru";"0"
"367";"DPW PAN Riau Akan Gelar Nobar Film G30S/PKI: Dewan Perwakilan Wilayah (DPW) Partai Amanat Nasional (PAN)â€¦ https://t.co/MLv5mSQEmz #politik";"Eka Sheera";"0.5"
"368";"@TeamPuteri2 @dpp_pan @Gerindra @PartaiGolkar @PDemokrat Ya Benar ! Sungguh Luar Biasa..Baru 1 Partai @Official_PAN Sdh intruksikan Kpd Kade";"TEAMPrinceRaffiki";"1"
"369";"DPD dan DPW PAN Diperintahkan Gelar Nobar Film G30S/PKI: Â  Â  Â  JAKARTA, EDUNEWS.ID â€“ Dewan Pimpinan Pusat Partaiâ€¦ https://t.co/7J4W9g";"edunews.id";"0.5"
"370";"@ZUL_Hasan @CNNIDdaily @UmarHasibuan_ @Dahnilanzar @Official_PAN @Fraksi_PAN @asepsunarya71 @BeritaPAN @NetizenTofa Pki sdh final, mjd parta";"gartin rido sulaiman";"0.5"
"371";"Wow, masak sih? 2 Partai Reformasi, PKS dan PAN Gelar Nobar Film G-30S/PKI https://t.co/YuCAMMo0rk";"Free Android Games";"0.5"
"372";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"Ratih Anjarwati";"0.5"
"373";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"Praditya";"0.5"
"374";"Rekomendasikan JR, Demokrat Berterimakasih ke PAN: Partai Amanat Nasional (PAN) Sumut telahâ€¦... https://t.co/dxVjRFb90J";"Medan Marketingâ„¢";"1"
"375";"Rekomendasikan JR, Demokrat Berterimakasih ke PAN: Partai Amanat Nasional (PAN) Sumut telahâ€¦ https://t.co/3gvlOPJRst #MedanHits";"Medan Marketingâ„¢";"1"
"376";"2 Partai Reformasi, PKS dan PAN Gelar Nobar Film G-30S/PKI https://t.co/yzWHUX5VAO https://t.co/o3OvawJU0b";"Yulanis";"0.5"
"377";"Wow... 2 Partai Reformasi, PKS dan PAN Gelar Nobar Film G-30S/PKI https://t.co/612D1paljb #Politik Masak sih? https://t.co/5SPfnaaK73";"Berita Kepo";"0.5"
"378";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"H Rudy";"0.5"
"379";"Dan 3. Dedi Mizwar - tokoh 'Jalan Tengah' (Partai Gerindra, Demokrat, PKS, PAN) Jabar 1";"Dimssss";"0"
"380";"Seandainya terjadi, ada kemungkinan Dedi Mizwar akan berpasangan dengan Dede Yusuf dari partai Demokrat plus masuk PAN";"Dimssss";"0.5"
"381";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"Batam SATU";"0.5"
"382";"Udah pada tau pan siapa dan di partai mana? Kita catet baik2. https://t.co/wL0DbrneGj";"@Sakinah Abdullah";"0.5"
"383";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"Lisa@icha_78";"0.5"
"384";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"RhodezGamarra";"0.5"
"385";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"AL_bayant21";"0.5"
"386";"@YUNGKII_ @PurbaSr Sudah apal bang kl sama amin rais plesetan alm gusdur PAN=partai amin nakal";"YUNGKI";"0"
"387";"@YUNGKII_ @PurbaSr Sudah apal bang kl sama amin rais plesetan alm gusdur PAN=partai amin nakal";"Pandjie";"0"
"388";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"Barra";"0.5"
"389";"@ZUL_Hasan @CNNIDdaily @UmarHasibuan_ @Dahnilanzar @Official_PAN @Fraksi_PAN @asepsunarya71 @BeritaPAN @NetizenTofa Pki sdh final, mjd parta";"Bambang Mugiarto";"0.5"
"390";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"Muhammad Iqbal";"0.5"
"391";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"Den'27";"0.5"
"392";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"Turunkeun barangku.";"0.5"
"393";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"ERA-PePesan*PHP*";"0.5"
"394";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"Putra";"0.5"
"395";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"#GanyangNeoPki";"0.5"
"396";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"Negri Diatas Awan";"0.5"
"397";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"Weldah Fahmi";"0.5"
"398";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"ryukenfile";"0.5"
"399";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"team Retweet!!";"0.5"
"400";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"Romanov Faskho";"0.5"
"401";"Partai Amanat Nasional Gelar Nobar Film G30SPKI @Official_PAN @Fraksi_PAN https://t.co/j7O9NhdOlZ";"PUTRA MELAYU";"0.5"
"402";"PAN Dukung Komisi III Gagas UU Penyadapan  Partai Amanat Nasional (PAN) mendukung penuh wacana komisi Komisi III â€¦ https://t.co/mM8bExIn9";"BreakingNews .Co.Id";"1"
"403";"Kalo partai Demokrat adil saat berkuasa tdk akn ditinggal 50% pemilihny &amp tdk akn tdk dipilih 80% pemilih yg kebetuln rakyat yg anda Baw";"Ndeso";"0"
"404";"Kekuatan biru partai demokrat..bersatu menuju kemenangan 2019 @hincapandjaitan @zarazettirazr @SBYudhoyono @panca66 @BennyMinarsono https://";"RinðŸ’¦";"1"
"405";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"ngebacot_doanx";"0"
"406";"Fraksi Partai Demokrat DPRD DKI Jakarta juga membuka seluas-luasnya pengaduan warga DKI mengenai persoalan yg terkait dgn kepemerintahan. ht";"â™¡UVâ™¥";"1"
"407";"@andiarief__ Ya enak kan kata mbak Angelina Sondakh partai demokrat dpt 10% tiap proyek.";"marsaulina silitonga";"0"
"408";"SBY Pimpin Rapat Bahas Kandidat Pilkada Jatim Pada Oktober 2017 Ketua Umum Dewan Pimpinan Pusat Partai Demokrat Sâ€¦ https://t.co/8hZUYHrWJ";"BreakingNews .Co.Id";"0.5"
"409";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"raja boneka";"0"
"410";"Fraksi Partai Demokrat DPRD DKI Jakarta juga membuka seluas-luasnya pengaduan warga DKI mengenai persoalan yg terkait dgn kepemerintahan. ht";"Zara Zettira ZR";"0.5"
"411";"SiaPD. Rapatkan barisan dan gerakkan mesin partai menuju kemenangan pilkada 2018 dan 2019 Demokrat Jaya Indonesia Sejahtera. @RAMujiyono htt";"Zara Zettira ZR";"0.5"
"412";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Mulya";"0"
"413";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Demokrat Amerika kali ya?";"efilnikcufecin";"0"
"414";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"R. A. Nugraha";"0"
"415";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"TUYUL_SOSMED";"0"
"416";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"ali aljabar";"0"
"417";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Zikrie";"0"
"418";"Muda Mudi Demokrat Ponorogo Tancap Gas Besarkan Partai ... - https://t.co/50mPZsFy7qâ€¦ https://t.co/SzYW0ScqG6 #Ponorogo";"Info JATIM";"0.5"
"419";"Ikut Pilkada Kota Madiun, Dua Sekda Berebut Pintu Partai Demokrat - https://t.co/dl62pRqQoZ https://t.co/aDoqxKjVus #Madiun";"Info JATIM";"0.5"
"420";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"B'JOLFA";"0"
"421";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Alumni 411&212";"0"
"422";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Pseudo Democracy";"0"
"423";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Save Rohingya";"0"
"424";"Kalo partai Demokrat adil saat berkuasa tdk akn ditinggal 50% pemilihny &amp tdk akn tdk dipilih 80% pemilih yg kebetuln rakyat yg anda Baw";"samsudinruswandi";"0"
"425";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Save Negeri Tercinta";"0"
"426";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Emir Wahju";"0"
"427";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Putri";"0"
"428";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"H.  Tommy";"0"
"429";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Kang Aa";"0"
"430";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Kang Badja";"0"
"431";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Rahmat Hidayat";"0"
"432";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Wahyu";"0"
"433";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Suhardi";"0"
"434";"Yg gw ga setuju sama Fahri cuma satu napa ga pindah partai. Gerindra atau Demokrat lbh cocok.  PKS kurang pas.";"Imad #ANTIPKI ðŸ‡®ðŸ‡©";"0"
"435";"@andiarief__ Kl menurut angelina Sondakh mah kan partai demokrat sudah paati dpt jarah preman tuh";"budi sudarsono";"0"
"436";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"#JagalPasar";"0"
"437";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Demokrat Amerika kali ya?";"M. Fuad Ramadani";"0"
"438";"Muda Mudi Demokrat Ponorogo Tancap Gas Besarkan Partai ... - https://t.co/50mPZsFy7qâ€¦ https://t.co/JsjULRBAbl #Ponorogo";"Info JATIM";"0.5"
"439";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"â™¡UVâ™¥";"0"
"440";"Gelar Pertemuan, 21 DPAC Partai Demokrat Jombang Dukung ... - Kabar Jombangâ€¦ https://t.co/XHAr4Q2Vdw #Jombang";"Info JATIM";"1"
"441";"Yg gw ga setuju sama Fahri cuma satu napa ga pindah partai. Gerindra atau Demokrat lbh cocok.  PKS kurang pas.";"WASPADA PKIðŸ˜Ž";"0"
"442";"Ikut Pilkada Kota Madiun, Dua Sekda Berebut Pintu Partai Demokrat - https://t.co/dl62pRqQoZ https://t.co/MVJWya6WVD #Madiun";"Info JATIM";"0.5"
"443";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Terbit di Timur";"0"
"444";"Maju Dalam Pilkada Minahasa, M2O Merapat Ke Partai Demokrat https://t.co/Qo7ZuARjRq https://t.co/7thS1YMMxq";"Elnusanews";"0.5"
"445";"Maju Dalam Pilkada Minahasa, M2O Merapat Ke Partai Demokrat https://t.co/134eviterS https://t.co/7WwC4kMoON";"Rahman Kasim";"0.5"
"446";"Ibu kita @anna_muan32 akrab dg Partai Demokrat saat diantar kader @PKB_Bojonegoro daftar.dr NU utk @Kab_Bojonegoro.@ana_khoz @dpwpkbjatim ht";"PKB NEWS";"0.5"
"447";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Matadewa";"0"
"448";"Saya menambahkan video ke playlist @YouTube https://t.co/NqtXL6SB8T Pelantikan DPD Kalbar Partai Demokrat dengan Tarian Adat Budaya";"Adi";"0.5"
"449";"Saya menambahkan video ke playlist @YouTube https://t.co/a4SocDVlt3 Pidato ketua DPD Provinsi Kalimantan Barat Partai Demokrat di HUT";"Adi";"0.5"
"450";"Saya menambahkan video ke playlist @YouTube https://t.co/E8KvppSkU1 detik-detik pelantikan DPD partai demokrat Kalimantan Barat";"Adi";"0.5"
"451";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Budi Sungkono";"0"
"452";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"ðŸ‘Š";"0"
"453";"@andiarief__ Ya enak kan kata mbak Angelina Sondakh partai demokrat dpt 10% tiap proyek.";"Ridho";"0"
"454";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"Akhmad Fatchan Mubin";"0"
"455";"Arif Budiyono Seorang Pengusaha, Yang Daftar Bacabup di Partai ... - rakyatâ€¦ https://t.co/fJwVwzCjmg #Bojonegoro";"Info JATIM";"0.5"
"456";"@andiarief__ Partai Demokrat bersumpah untuk TIDAK KORUPSI di bawah 100 juta";"Fahmy Radhi";"0"
"457";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"supereca";"0"
"458";"Pembekalan pengurus DPD Partai demokrat Di: https://t.co/YyyWyrBNP8 via @YouTube";"Adi";"0.5"
"459";"Saya menambahkan video ke playlist @YouTube https://t.co/YyyWyrBNP8 Pembekalan pengurus DPD Partai demokrat Di";"Adi";"0.5"
"460";"Selama 10 tahun partai demokrat berkuasa rakyat aman, damai, adil, tenteram dan demokrasi berkualitas. Kenapa sekarang semua berubah?";"bu guru met";"0"
"461";"Pertumbuhan Ekonomi,Lapangan Pekerjaan,Stabilnya Harga Harga,Tegaknya Hukum Dan Keamanan Akan Terwujud Kembali 2019 Dukung Partai Demokrat";"Mehbob Kler";"1"
